"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'api-ms-win-core-winrt-robuffer-l1-1-0.dll!RoGetBufferMarshaler' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.17134.0\um\x86\WindowsApp.lib'."
"Message",High,"  Generating code..."
"Message",High,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 116 MB."
"Message",High,"Generating serialization code"
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.3\tools\x86\ilc\csc\csc.exe /noconfig @""C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\CLOBS2.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'DumpNativeResources' transform, heap at 116 MB."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 117 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 137 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 139 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 149 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 160 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 176 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 193 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 193 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 127 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 127 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 128 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 129 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 130 MB."
"Message",Normal,"Running 'ExceptionMiniaturizer' transform, heap at 132 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 138 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 138 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 138 MB."
"Message",Normal,"Running 'GetType' transform, heap at 139 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 139 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 139 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 139 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 142 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 142 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 147 MB."
"Message",Normal,"Running 'InjectAppContextSwitches' transform, heap at 147 MB."
"Message",Normal,"Running 'ImplementLibraryDynamicInvokeHelpers' transform, heap at 147 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 147 MB."
"Message",Normal,"Running 'DelegateCtorCall' transform, heap at 152 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 153 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 159 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 159 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 159 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 166 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 167 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 167 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 167 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 167 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 168 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 168 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 204 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  4662 |          0 | GenerateCodeAndCompile"
"Message",Normal,"  3976 |        109 | Analysis"
"Message",Normal,"  2059 |         29 | WriteAssemblies"
"Message",Normal,"  1323 |        -24 | Mcg"
"Message",Normal,"   332 |         36 | Reducer"
"Message",Normal,"   183 |         20 | ReducedCopyInitialize"
"Message",Normal,"   175 |         17 | ReducedCopyComplete"
"Message",Normal,"    92 |          7 | CreateMetadata"
"Message",Normal,"    77 |         16 | ReducedCopyMethodBodies"
"Message",Normal,"    73 |         10 | ReducedCopyPopulateTypes"
"Message",Normal,"    70 |        -66 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"    53 |         11 | ReducedCopyLateMetadata"
"Message",Normal,"    36 |          1 | McgRedirect"
"Message",Normal,"    34 |          6 | LazyGenerics"
"Message",Normal,"    29 |          2 | McgTypeOf"
"Message",Normal,"    29 |          5 | StaticInitData"
"Message",Normal,"    18 |          3 | TypeofTypeHandle"
"Message",Normal,"    17 |          1 | McgRedirect"
"Message",Normal,"    15 |          5 | Delegate"
"Message",Normal,"    14 |          6 | ExceptionMiniaturizer"
"Message",Normal,"    11 |          1 | DelegateCtorCall"
"Message",Normal,"    11 |          1 | McgAccessor"
"Message",Normal,"     8 |          2 | ReducedCopyEmptyTypes"
"Message",Normal,"     7 |          1 | SaveRVAStatics"
"Message",Normal,"     6 |          0 | ReducedCopyCleanup"
"Message",Normal,"     4 |          0 | McgFixups"
"Message",Normal,"     3 |          1 | DumpNativeResources"
"Message",Normal,"     3 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"     2 |          0 | ScrubOpenCalls"
"Message",Normal,"     2 |          0 | StartupCodeInjector"
"Message",Normal,"     2 |          1 | Attribute"
"Message",Normal,"     2 |          0 | GetType"
"Message",Normal,"     1 |          1 | ReflectionMappingInfoEmit"
"Message",Normal,"     1 |          0 | ReflectionInvoke"
"Message",Normal,"     1 |          0 | ConvertCatchIntoFilter"
"Message",Normal,"     0 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | EventSource"
"Message",Normal,"     0 |          0 | InjectAppContextSwitches"
"Message",Normal,"     0 |          0 | ImplementLibraryDynamicInvokeHelpers"
"Message",Normal,"     0 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          0 | ValueType"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.3\tools\x86\ilc\Tools\nutc_driver.exe @""C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\MDIL\CLOBS2.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 1.7.25927.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 1219 methods."
"Message",Low,"Scanning 1039 methods."
"Message",Low,"Scanning 325 methods."
"Message",Low,"Scanning 186 methods."
"Message",Low,"Scanning 1431 methods."
"Message",Low,"Scanning 846 methods."
"Message",Low,"Scanning 258 methods."
"Message",Low,"Scanning 152 methods."
"Message",Low,"Scanning 98 methods."
"Message",Low,"Scanning 78 methods."
"Message",Low,"Scanning 126 methods."
"Message",Low,"Scanning 79 methods."
"Message",Low,"Scanning 50 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 1 methods."
"Message",Low,"Scanning 1 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 5895 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Successfully generated 'C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\MDIL\CLOBS2.mdilexe'"
"Message",Low,"Successfully generated 'C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\MDIL\CLOBS2.mdilpdb'"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.3\tools\x86\ilc\Tools\nutc_driver.exe @""C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\MDIL\CLOBS2.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       15 |     4375 |     4375 |     4360 |     4375 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       4375 ms"
"Message",Normal,"System time per command: 4375 ms"
"Message",Normal,"Total duration:          4360 ms"
"Message",Normal,"Total lifetime:          4375 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.17134.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Windows Kits\10\bin\10.0.17134.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       15 |       46 |       46 |       31 |       46 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       46 ms"
"Message",Normal,"System time per command: 46 ms"
"Message",Normal,"Total duration:          31 ms"
"Message",Normal,"Total lifetime:          46 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            0.7"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\ILTransformed\CLOBS2.res' at offset 0."
"Message",Normal," Added 'C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1484."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.3\tools\x86\ilc\Tools\rhbind.exe @""C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\rhbindargs.CLOBS2.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\MDIL\CLOBS2.mdilexe"
"Message",Low,"MDILPDB: C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\MDIL\CLOBS2.mdilpdb"
"Message",Low,"IL: C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\MDIL\CLOBS2.ilexe"
"Message",Low,"NI: C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\Native\CLOBS2.dll"
"Message",Low,"SHIM: C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\Native\CLOBS2.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\Native\CLOBS2.pdb"
"Message",Low,"Produced C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\Native\CLOBS2.dll in 0.439 seconds"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.3\tools\x86\ilc\Tools\rhbind.exe @""C:\Users\Euisuk\Source\Repos\CLOBS2\CLOBS2\obj\x86\Release\ilc\intermediate\rhbindargs.CLOBS2.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       16 |      469 |      469 |      453 |      469 | [0] rhbind CLOBS2"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       469 ms"
"Message",Normal,"System time per command: 469 ms"
"Message",Normal,"Total duration:          453 ms"
"Message",Normal,"Total lifetime:          469 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
